title	type	url_slug	venue	date	location	talk_url	description
Addressing Treatment-Relevance in Biomedical Relation Extraction	Talk	talk-1	DeclMed 2023	2023-09-09	Seattle, Washington	https://icfp23.sigplan.org/details/declmed-2023-papers/12/Addressing-Treatment-Relevance-in-Biomedical-Relation-Extraction
